account_key,platform,channel_id,label,url,eligibility_status,reason_code,included
youtube:UC4kKR_Kstzo__dyqZa-95Ig,youtube,UC4kKR_Kstzo__dyqZa-95Ig,King Slime VTH ,https://www.youtube.com/channel/UC4kKR_Kstzo__dyqZa-95Ig,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC4plXkAtJdWilZ7-YqWT7Zw,youtube,UC4plXkAtJdWilZ7-YqWT7Zw,GINYADOM,https://www.youtube.com/channel/UC4plXkAtJdWilZ7-YqWT7Zw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC4x2o7dyxOqFLoA9NKxf0Iw,youtube,UC4x2o7dyxOqFLoA9NKxf0Iw,Ivy Ch.【ARP】,https://www.youtube.com/channel/UC4x2o7dyxOqFLoA9NKxf0Iw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC4zIwNmfURhIO5Pj-ccmKBA,youtube,UC4zIwNmfURhIO5Pj-ccmKBA,Amu V Ch.,https://www.youtube.com/channel/UC4zIwNmfURhIO5Pj-ccmKBA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC5I-HucSFSRsYl3HYMxtgEA,youtube,UC5I-HucSFSRsYl3HYMxtgEA,TiernSay,https://www.youtube.com/channel/UC5I-HucSFSRsYl3HYMxtgEA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC5JlD3YtvbCaAeU3TWSpW6A,youtube,UC5JlD3YtvbCaAeU3TWSpW6A,Kisa l FoxRabbitC4T,https://www.youtube.com/channel/UC5JlD3YtvbCaAeU3TWSpW6A,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC5OXcxq6ab6RlhHqNyHws_w,youtube,UC5OXcxq6ab6RlhHqNyHws_w,M a l l o w  Ch.,https://www.youtube.com/channel/UC5OXcxq6ab6RlhHqNyHws_w,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC5cOcO_LxT0ZQ7Q2qQEM4Og,youtube,UC5cOcO_LxT0ZQ7Q2qQEM4Og,Shiba Inuri Ch.,https://www.youtube.com/channel/UC5cOcO_LxT0ZQ7Q2qQEM4Og,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC5iFCwUMeeZX9KLCTOIKItQ,youtube,UC5iFCwUMeeZX9KLCTOIKItQ,Mirinku ,https://www.youtube.com/channel/UC5iFCwUMeeZX9KLCTOIKItQ,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC61qTNWVk4mkDXe01xgudpA,youtube,UC61qTNWVk4mkDXe01xgudpA,MurkilyCH.,https://www.youtube.com/channel/UC61qTNWVk4mkDXe01xgudpA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC65MNFVWnrkOpg04LBHVvzw,youtube,UC65MNFVWnrkOpg04LBHVvzw,Bishamon Kuroneko Ch. / AStars Chrono prince,https://www.youtube.com/channel/UC65MNFVWnrkOpg04LBHVvzw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC6Q4UI5mEjeZOIRoTtRoFJA,youtube,UC6Q4UI5mEjeZOIRoTtRoFJA,Midnight Ch.【ARP】,https://www.youtube.com/channel/UC6Q4UI5mEjeZOIRoTtRoFJA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC6TOqqD-TLbPlnV5i3DiIrw,youtube,UC6TOqqD-TLbPlnV5i3DiIrw,NEMI,https://www.youtube.com/channel/UC6TOqqD-TLbPlnV5i3DiIrw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC6Zrmc0VG4gqQJ4jS58iKGw,youtube,UC6Zrmc0VG4gqQJ4jS58iKGw,Ezra Ch.,https://www.youtube.com/channel/UC6Zrmc0VG4gqQJ4jS58iKGw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC6lZLAOgSYgJ6ZkW2ZTI75Q,youtube,UC6lZLAOgSYgJ6ZkW2ZTI75Q,Effy Ch.【ARP】,https://www.youtube.com/channel/UC6lZLAOgSYgJ6ZkW2ZTI75Q,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC6o7pFz9U9kcE9d8op_eUQQ,youtube,UC6o7pFz9U9kcE9d8op_eUQQ,Delphyron,https://www.youtube.com/channel/UC6o7pFz9U9kcE9d8op_eUQQ,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC72_UWR1CAQhC-Kg48e5mjA,youtube,UC72_UWR1CAQhC-Kg48e5mjA,Calista Ch.【ARP】,https://www.youtube.com/channel/UC72_UWR1CAQhC-Kg48e5mjA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC7BTojsUPC4JhxDYRgmuz2Q,youtube,UC7BTojsUPC4JhxDYRgmuz2Q,Jiru ch. Euphora,https://www.youtube.com/channel/UC7BTojsUPC4JhxDYRgmuz2Q,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC7FpwTuRGribXTefl5SMkAg,youtube,UC7FpwTuRGribXTefl5SMkAg,AidenShia Ch.,https://www.youtube.com/channel/UC7FpwTuRGribXTefl5SMkAg,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC7TOQpHWGhZ_mJ_KkdUazFg,youtube,UC7TOQpHWGhZ_mJ_KkdUazFg,Nayuta『VW』,https://www.youtube.com/channel/UC7TOQpHWGhZ_mJ_KkdUazFg,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC7ZDXfdtafyoSwxXysGJU3A,youtube,UC7ZDXfdtafyoSwxXysGJU3A,Lumiel Ch. 【DPX】,https://www.youtube.com/channel/UC7ZDXfdtafyoSwxXysGJU3A,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC7_cZ5j3JJRERezE3YHnm5w,youtube,UC7_cZ5j3JJRERezE3YHnm5w,Avisa Lopez Ch. [Autumnia],https://www.youtube.com/channel/UC7_cZ5j3JJRERezE3YHnm5w,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC89-GlmTgO8a9QyE0QL0q1w,youtube,UC89-GlmTgO8a9QyE0QL0q1w,Riko Phokaia,https://www.youtube.com/channel/UC89-GlmTgO8a9QyE0QL0q1w,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC8GsIgxeIHQMaTQgkEUXhMw,youtube,UC8GsIgxeIHQMaTQgkEUXhMw,Ari Kate Ch.,https://www.youtube.com/channel/UC8GsIgxeIHQMaTQgkEUXhMw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC8fneiVrSectPFlnumDMFaw,youtube,UC8fneiVrSectPFlnumDMFaw,FuMoon Dayooo,https://www.youtube.com/channel/UC8fneiVrSectPFlnumDMFaw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC9WXRLLO7DrcJvUTg69_lkA,youtube,UC9WXRLLO7DrcJvUTg69_lkA,Leox Ch. Genesis Project,https://www.youtube.com/channel/UC9WXRLLO7DrcJvUTg69_lkA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC9dolQobrGWzLP2UNrkUbEw,youtube,UC9dolQobrGWzLP2UNrkUbEw,Liz's | WISLIVE,https://www.youtube.com/channel/UC9dolQobrGWzLP2UNrkUbEw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC9tPom2jf2B1qPCTOJ2o2uw,youtube,UC9tPom2jf2B1qPCTOJ2o2uw,SakiMori Mikan,https://www.youtube.com/channel/UC9tPom2jf2B1qPCTOJ2o2uw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UC9yPUw_aebcLI_oXNNh1wwQ,youtube,UC9yPUw_aebcLI_oXNNh1wwQ,Ureinaz,https://www.youtube.com/channel/UC9yPUw_aebcLI_oXNNh1wwQ,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCAO6vSguYeBGpQvn3D9fpdw,youtube,UCAO6vSguYeBGpQvn3D9fpdw,Lanka Vtuber,https://www.youtube.com/channel/UCAO6vSguYeBGpQvn3D9fpdw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCAnKhwx493i5myddnJFF_gg,youtube,UCAnKhwx493i5myddnJFF_gg,Pengu Ch.【Ti19t】,https://www.youtube.com/channel/UCAnKhwx493i5myddnJFF_gg,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCAoZkJiB43mNUD6aadeozRw,youtube,UCAoZkJiB43mNUD6aadeozRw,Asatsuyu Ch.,https://www.youtube.com/channel/UCAoZkJiB43mNUD6aadeozRw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCAr4U_HGMYXn1EZjdWiGSLQ,youtube,UCAr4U_HGMYXn1EZjdWiGSLQ,Baabel Ch.【ARP】,https://www.youtube.com/channel/UCAr4U_HGMYXn1EZjdWiGSLQ,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCB5KUWdc5ttyglIgCYLLOJg,youtube,UCB5KUWdc5ttyglIgCYLLOJg,Zia Sylph Ch. / AStars Amakara,https://www.youtube.com/channel/UCB5KUWdc5ttyglIgCYLLOJg,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCBev9yAPNYhFM4ORPQb_LYQ,youtube,UCBev9yAPNYhFM4ORPQb_LYQ,Rion Chitose Ch. / AStars Chrono prince,https://www.youtube.com/channel/UCBev9yAPNYhFM4ORPQb_LYQ,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCC8N_hO-iyfkS2uaJqkxfMA,youtube,UCC8N_hO-iyfkS2uaJqkxfMA,KoriMisu Ch.  ,https://www.youtube.com/channel/UCC8N_hO-iyfkS2uaJqkxfMA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCCKvp_oV10qcK5Abjaz4FrA,youtube,UCCKvp_oV10qcK5Abjaz4FrA,Tiggar Ch.,https://www.youtube.com/channel/UCCKvp_oV10qcK5Abjaz4FrA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCCTu-nYFSFerCTEAQLwyRgA,youtube,UCCTu-nYFSFerCTEAQLwyRgA,Fo_Kuro「フォー黒」,https://www.youtube.com/channel/UCCTu-nYFSFerCTEAQLwyRgA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCCptqrhEdtJGBer1qWWRLnA,youtube,UCCptqrhEdtJGBer1qWWRLnA,Lawiz Ch.,https://www.youtube.com/channel/UCCptqrhEdtJGBer1qWWRLnA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCDVOWB_Fi5jmi6o-x5_uV8g,youtube,UCDVOWB_Fi5jmi6o-x5_uV8g,Deliva Kaga ch.,https://www.youtube.com/channel/UCDVOWB_Fi5jmi6o-x5_uV8g,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCDXW5zG-2aZXL9K1bkV3Ajw,youtube,UCDXW5zG-2aZXL9K1bkV3Ajw,IV_1386 ch.,https://www.youtube.com/channel/UCDXW5zG-2aZXL9K1bkV3Ajw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCD_aBWFE2nsQB0Pb6Hj8Ksg,youtube,UCD_aBWFE2nsQB0Pb6Hj8Ksg,LittleBunnie Ch.,https://www.youtube.com/channel/UCD_aBWFE2nsQB0Pb6Hj8Ksg,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCDdYlO59uiphs8QUL7I88Rg,youtube,UCDdYlO59uiphs8QUL7I88Rg,Kaneaki Arina Ch.,https://www.youtube.com/channel/UCDdYlO59uiphs8QUL7I88Rg,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCDiyOEC0TGng4cudBJbMyWg,youtube,UCDiyOEC0TGng4cudBJbMyWg,Celeste Ch.,https://www.youtube.com/channel/UCDiyOEC0TGng4cudBJbMyWg,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCEpxkPOevg0ItmSknvEcngg,youtube,UCEpxkPOevg0ItmSknvEcngg,Tamto Ch.,https://www.youtube.com/channel/UCEpxkPOevg0ItmSknvEcngg,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCFLR42m7vGHPi3wSROWaepA,youtube,UCFLR42m7vGHPi3wSROWaepA,GoMu no Ch.,https://www.youtube.com/channel/UCFLR42m7vGHPi3wSROWaepA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCFkljb428Byj00FxL_kwYyA,youtube,UCFkljb428Byj00FxL_kwYyA,OZiK Ch.,https://www.youtube.com/channel/UCFkljb428Byj00FxL_kwYyA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCG1Dk3994tPaCIBJp8Cu2pg,youtube,UCG1Dk3994tPaCIBJp8Cu2pg,Kamilla Lich,https://www.youtube.com/channel/UCG1Dk3994tPaCIBJp8Cu2pg,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCGAtHjeWWgyWboVQ33ZQX6Q,youtube,UCGAtHjeWWgyWboVQ33ZQX6Q,Zenith Ch.【ARP】,https://www.youtube.com/channel/UCGAtHjeWWgyWboVQ33ZQX6Q,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCGOkjVQVJivJxDN7iSdQuLA,youtube,UCGOkjVQVJivJxDN7iSdQuLA,Moe Miyabi ⌜VZ⌟,https://www.youtube.com/channel/UCGOkjVQVJivJxDN7iSdQuLA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCGSthfh4W439C_2cQloVocw,youtube,UCGSthfh4W439C_2cQloVocw,Val 5332,https://www.youtube.com/channel/UCGSthfh4W439C_2cQloVocw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCGhWfzi-1RoI9mJKzrCJGHQ,youtube,UCGhWfzi-1RoI9mJKzrCJGHQ,Sakamajimai / Sharky Ch.,https://www.youtube.com/channel/UCGhWfzi-1RoI9mJKzrCJGHQ,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCGkGWo40A2iZKQl9ug1oXoA,youtube,UCGkGWo40A2iZKQl9ug1oXoA,Loxifyr,https://www.youtube.com/channel/UCGkGWo40A2iZKQl9ug1oXoA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCGmm95ZgqXrfS-0pu980_tA,youtube,UCGmm95ZgqXrfS-0pu980_tA,Renai ai Ch.〖DPX〗,https://www.youtube.com/channel/UCGmm95ZgqXrfS-0pu980_tA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCGo7fnmWfGQewxZVDmC3iJQ,youtube,UCGo7fnmWfGQewxZVDmC3iJQ,Xonebu X'thulhu Ch. Lumina-World-End,https://www.youtube.com/channel/UCGo7fnmWfGQewxZVDmC3iJQ,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCGwh4Fq6iBno7cSieXcgh0w,youtube,UCGwh4Fq6iBno7cSieXcgh0w,Saiko Ch.,https://www.youtube.com/channel/UCGwh4Fq6iBno7cSieXcgh0w,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCH6Fib1kQUaR2qurlEXnZMA,youtube,UCH6Fib1kQUaR2qurlEXnZMA,Zenaida XETA-102 Channel,https://www.youtube.com/channel/UCH6Fib1kQUaR2qurlEXnZMA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCHBOkil-h2JiTQ2LEJtG7FA,youtube,UCHBOkil-h2JiTQ2LEJtG7FA,Cerise Channel,https://www.youtube.com/channel/UCHBOkil-h2JiTQ2LEJtG7FA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCHJyN2D9QrjAujzsrDkguRA,youtube,UCHJyN2D9QrjAujzsrDkguRA,Yuina Hoshi Ch.,https://www.youtube.com/channel/UCHJyN2D9QrjAujzsrDkguRA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCHNUhekh0u_TuF6vZ5S5j8w,youtube,UCHNUhekh0u_TuF6vZ5S5j8w,MONGON. Association From 48 Dimension World (V.2),https://www.youtube.com/channel/UCHNUhekh0u_TuF6vZ5S5j8w,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCHUHJ0riRQWzPWdAchy6D4w,youtube,UCHUHJ0riRQWzPWdAchy6D4w,Besicka「ALF」,https://www.youtube.com/channel/UCHUHJ0riRQWzPWdAchy6D4w,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCHyAFq-CHcgrOte84Wvmorw,youtube,UCHyAFq-CHcgrOte84Wvmorw,IKKI CHANNEL,https://www.youtube.com/channel/UCHyAFq-CHcgrOte84Wvmorw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCINPv9Ffoo7mgvEfKY8Ks2A,youtube,UCINPv9Ffoo7mgvEfKY8Ks2A,Pugko Ch.,https://www.youtube.com/channel/UCINPv9Ffoo7mgvEfKY8Ks2A,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCJ6HUQOWSjCHHdOgz13zFlA,youtube,UCJ6HUQOWSjCHHdOgz13zFlA,TheQuillmon ⌜VZ⌟,https://www.youtube.com/channel/UCJ6HUQOWSjCHHdOgz13zFlA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCJCORIrObs3iTzSzCHHvlCA,youtube,UCJCORIrObs3iTzSzCHHvlCA,Lyvea•Eve,https://www.youtube.com/channel/UCJCORIrObs3iTzSzCHHvlCA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCJEy_y-4fO4j2D6RLANc25Q,youtube,UCJEy_y-4fO4j2D6RLANc25Q,Zetsuna Ch.,https://www.youtube.com/channel/UCJEy_y-4fO4j2D6RLANc25Q,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCJH6IzDkIlz5Dw93LzEC_Nw,youtube,UCJH6IzDkIlz5Dw93LzEC_Nw,Cazzia Bakeriana Ch. - Parabellum,https://www.youtube.com/channel/UCJH6IzDkIlz5Dw93LzEC_Nw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCJNuYG7F5YzslTSYChWcKBw,youtube,UCJNuYG7F5YzslTSYChWcKBw,Kousei Ch.,https://www.youtube.com/channel/UCJNuYG7F5YzslTSYChWcKBw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCKCL2NsTO_FOaWHEE6OiHoA,youtube,UCKCL2NsTO_FOaWHEE6OiHoA,Akira Ch. 狐川アキラ,https://www.youtube.com/channel/UCKCL2NsTO_FOaWHEE6OiHoA,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCKg9vWWT_2yK3FFNNnnhhLw,youtube,UCKg9vWWT_2yK3FFNNnnhhLw,Goozilla Ily Ch. [Autumnia],https://www.youtube.com/channel/UCKg9vWWT_2yK3FFNNnnhhLw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCL0LiR5zg3vRnIHp-CowVBg,youtube,UCL0LiR5zg3vRnIHp-CowVBg,KamiSaki Kuro Ch.,https://www.youtube.com/channel/UCL0LiR5zg3vRnIHp-CowVBg,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCL7lolCifod5V21pPzR3K-w,youtube,UCL7lolCifod5V21pPzR3K-w,Magnum Ch.【ARP】,https://www.youtube.com/channel/UCL7lolCifod5V21pPzR3K-w,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCLEOU6NgYYoVmPV8MwbwOkg,youtube,UCLEOU6NgYYoVmPV8MwbwOkg,RatoMatsudaラト松田 Ch.,https://www.youtube.com/channel/UCLEOU6NgYYoVmPV8MwbwOkg,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCLEtK3UynAZPM7ODwPeveEw,youtube,UCLEtK3UynAZPM7ODwPeveEw,LIRIN,https://www.youtube.com/channel/UCLEtK3UynAZPM7ODwPeveEw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCLH2yQZY_yG165dVqtabtYw,youtube,UCLH2yQZY_yG165dVqtabtYw,Aki Masamune Ch. / AStars Chrono prince,https://www.youtube.com/channel/UCLH2yQZY_yG165dVqtabtYw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCLT-U861QLvJmrlP7K6kv2w,youtube,UCLT-U861QLvJmrlP7K6kv2w,Vulgtmnahog,https://www.youtube.com/channel/UCLT-U861QLvJmrlP7K6kv2w,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCLWpw8jaGYOVXV8cIu1WMqw,youtube,UCLWpw8jaGYOVXV8cIu1WMqw,Fukai Lorn Ch.,https://www.youtube.com/channel/UCLWpw8jaGYOVXV8cIu1WMqw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCLWuDHSv5EWSQqAxar2YTlw,youtube,UCLWuDHSv5EWSQqAxar2YTlw,Akilah Ch.,https://www.youtube.com/channel/UCLWuDHSv5EWSQqAxar2YTlw,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
youtube:UCLrFWzD0xA5nDt4ZYUnbGew,youtube,UCLrFWzD0xA5nDt4ZYUnbGew,Jorirynn 【PRIME】,https://www.youtube.com/channel/UCLrFWzD0xA5nDt4ZYUnbGew,STRICT_VIRTUAL,EXACT_CHANNEL_ID_REVIEW,True
