channel_id,label,eligibility_status,reason_code,strict_surface,identity_review_status,identity_event_type,identity_event_date,identity_source_url,identity_source_title,role_review_status,role_entity_type,role_roles,channel_review
UC3qnb4Sgo4QtiOi8iS7jOsQ,Kumoku Tsururu Ch. Lumina-World-End,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2024-05-22T11:00:32+00:00,https://www.youtube.com/watch?v=yfbe2VeDrAY,【Debut】น่ารักอะป่าว,,,[],
UC3sqLdjV0uxXfAzLE-fJeXw,Cresent Ansel Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2023-02-25T13:00:50+00:00,https://www.youtube.com/watch?v=6NX0W_u1k-E,【Live Debut】Cresent Ansel สวัสดีครับ มาใหม่ครับ,,,[],
UC48D7EILUGrBeffDrXXJAIQ,Langler Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2024-06-16T12:28:15+00:00,https://www.youtube.com/watch?v=_GoI6GdHQT8,【🔴DEBUT STREAM】ปลาน้ำลึกขึ้นบกมาแล้ววววววว【Forry NPX | Langler Oceanbite】,,,[],
UC4Ceq8atGdQu58Dn3YKF1Ig,T หมาป่าบลูเบอร์รี่ Wolfficial,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=US72gsjZxUo,[ทดลอง Live🔴] ทดลองไลฟ์รอบสุดท้ายพรุ่งนี้Debut #หมาป่าบลูเบอร์รี่,,,[],
UC4EiUVIMjw-SE6_6Kt0Mk-g, เช่ค้าบ 𝗟𝗨𝗖𝗛𝗘,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=uzZX_UvfaiY,เจ้าหลงจะเดบิวต์แล้วนะ อย่าลืมมาเจอกันนะครับ✨ #pngtuber #Vtuberuprising #VtuberTH #VtuberDebut #fyp,,,[],
UC4P6ez9eO2Lv8Jun5zXaVMg,sSolarly Ch.,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=NxfMZNNRxS8,Debut Announcement sSolarly,,,[],
UC4g_aNYnbZ564FUrzHvoFQA,Moe Kaori  ⌜VZ⌟,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2023-09-09T14:00:00+00:00,https://www.youtube.com/watch?v=UHhC7JHrqMM,⭐[DEBUT] มาเล่นเกมห้องเรามั้ย.. ไม่มา โกดนะ !? 💗 #VIRTUALZEVEN,,,[],
UC4kKR_Kstzo__dyqZa-95Ig,King Slime VTH ,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2024-09-28T12:30:46+00:00,https://www.youtube.com/watch?v=t86opYNaBp0,🔴 [Live Debut] มาแล้วววววววววววววววววววววววววว,,,[],
UC4plXkAtJdWilZ7-YqWT7Zw,GINYADOM,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2021-08-31T12:54:29+00:00,https://www.youtube.com/watch?v=NGjaq0-YBoY,[Live Debut] - ห่านMarkaที่มีความฝันว่าอยากจะบินได้,,,[],
UC4sCp51x2lBXf7x2Uy_fj_A,Sistra Lyrics《 OTL 》,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=vRe8Jjp3nvE,「 PV DEBUT」Sistra Lyrics The Goddess of Abundance,,,[],
UC4t1p_Eg0GcjdrdctUIAaug,MAYANuT,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,AMBIGUOUS,unknown,,https://www.youtube.com/watch?v=GWhHtYV6e60,【Debut】ความพยายามในการเป็นวี,,,[],
UC4x2o7dyxOqFLoA9NKxf0Iw,Ivy Ch.【ARP】,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2023-08-06T09:59:55+00:00,https://www.youtube.com/watch?v=tmSRlIrdpIE,【🔴LIVE DEBUT】ไลฟ์เดบิวต์ ปิ้ว ปิ้ว ปิ้ว「Ivy」 #ARProject,,,[],
UC4zIwNmfURhIO5Pj-ccmKBA,Amu V Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2021-04-24T14:59:28+00:00,https://www.youtube.com/watch?v=CqfUqjcOe1M,【DEBUT STREAM】เอ็ม แนะนำตัวครับ! | AmuVCh,,,[],
UC5I-HucSFSRsYl3HYMxtgEA,TiernSay,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2022-09-22T13:00:07+00:00,https://www.youtube.com/watch?v=EXt2kMWDTWs,👄【Debut】👄 เจ๊เทียรคนสวยข้างบ้านเองค่า #เทียร #Vtory,,,[],
UC5JlD3YtvbCaAeU3TWSpW6A,Kisa l FoxRabbitC4T,STRICT_VIRTUAL,PUBLIC_CHANNEL_RESOLUTION_V1,True,SUPPORTED,identity_start,2021-07-15T13:29:36+00:00,https://www.youtube.com/watch?v=KMn-nOcsjMY,[🦊Debut🐰Kisa | FoxRabbitC4T🐱] ค้นพบคนลก1ea,,,[],"{""channel_id"": ""UC5JlD3YtvbCaAeU3TWSpW6A"", ""label"": ""Kisa l FoxRabbitC4T"", ""old_status"": ""PROVISIONAL_VIRTUAL"", ""new_status"": ""STRICT_VIRTUAL"", ""entity_type"": ""virtual_creator"", ""presentation_format"": ""Live2D"", ""roles"": [""performer""], ""source_urls"": [""https://www.youtube.com/watch?v=KMn-nOcsjMY"", ""https://www.youtube.com/watch?v=GazyPIYbWrs"", ""https://www.youtube.com/watch?v=rjRgk3agV3E""], ""evidence_summary"": ""Own introduction contains personal introduction, goals and Mama/Live2D/Manager chapters. Two later own streams consistently use FoxRabbitC4T identity, matching profile and VTuber presentation. About extraction failed once, but three watch-page uploader IDs match the queue."", ""decision_reason"": ""Own-persona model context plus repeated streams confirms Kisa; a failed About fetch is not evidence of exclusion."", ""conflict_flag"": false, ""reviewer"": ""Codex public channel evidence review"", ""reviewed_at"": ""2026-09-19T10:36:30.965288+00:00""}"
UC5OXcxq6ab6RlhHqNyHws_w,M a l l o w  Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2021-06-27T12:57:29+00:00,https://www.youtube.com/watch?v=qU8LWQSHey8,[ Debut Stream l Marsh Mallow VhamsterTH 🐹🧋 ] จะล่กไหมนะ uwu,,,[],
UC5cOcO_LxT0ZQ7Q2qQEM4Og,Shiba Inuri Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2024-04-21T12:01:10+00:00,https://www.youtube.com/watch?v=dyrAdWtqytw,【🔴LIVE DEBUT】ในที่สุดก็ได้Debutแล้ว ยินที่ได้เจอทุกคนนะ 【Shiba Inuri🐶🍮】,,,[],
UC5iFCwUMeeZX9KLCTOIKItQ,Mirinku ,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,VERIFIED,identity_start,2022-06-03T12:29:07+00:00,https://www.youtube.com/watch?v=YWVIPTOCdtw,【DEBUT STREAM】♥ The Dimensional Witch has arrived/แม่มดคนนี้ไม่ได้ถือปืนนะรู้ยัง? | Mirinku,,,[],
UC5wA30Tc9ONbRjj6QNinH9w,Kayo Ch. 【かよCh.】◣PLO◥,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,AMBIGUOUS,unknown,,https://www.youtube.com/watch?v=iG-m4g7HwIU,「LIVE」Kayoko's Debut!! การมาถึงของน้องสาวแมวส้มสุดป่วน!!,,,[],
UC5zC3ZIFihxnJBNaJU9cZcQ,Elphylia CH.,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=RoWhSZD7lf0,[ 🔴Drawing ] นั่งวาดรูปเตรียมงานเดบิวต์ไปด้วยคุยไปด้วย #vtuber #vtuberth,,,[],
UC60htQi5nenKGnv6lEdGF_g,Kamienø Stąr Ch.【PSM】,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,AMBIGUOUS,unknown,,https://www.youtube.com/watch?v=e61If2ZXK4s,"[🌟LIVE DEBUT] เทพผู้ที่น่า ""นับถือ"" มาแล้วค่าาาา!!!!!",,,[],
UC61qTNWVk4mkDXe01xgudpA,MurkilyCH.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2024-04-04T11:57:29+00:00,https://www.youtube.com/watch?v=AvEdkGISEfI,【 Debut🔴】Murkily Calhoun พ่อมดจากป่ามืด,,,[],
UC65MNFVWnrkOpg04LBHVvzw,Bishamon Kuroneko Ch. / AStars Chrono prince,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_INDIVIDUAL_VIRTUAL_ROSTER_SIGNAL,True,SUPPORTED,identity_start,2024-07-27T11:00:04+00:00,https://www.youtube.com/watch?v=A2etYkszr_w,🐈‍⬛ 【DEBUT Stream】กำลังรออยู่เลยครับ【Bishamon | Chrono prince】,,,[],
UC6Q4UI5mEjeZOIRoTtRoFJA,Midnight Ch.【ARP】,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,VERIFIED,identity_start,2021-03-17T14:01:43+00:00,https://www.youtube.com/watch?v=qwHmq2i6qoc,【Debut】Midnight / ไลฟ์ครั้งแรกของเมดเที่ยงคืน 🕛🌃,,,[],
UC6TOqqD-TLbPlnV5i3DiIrw,NEMI,STRICT_VIRTUAL,PUBLIC_CHANNEL_RESOLUTION_V1,True,VERIFIED,identity_start,2021-08-14T11:01:59+00:00,https://www.youtube.com/watch?v=bmgshvq3eNc,[ LIVE DEBUT! ] ยินดีที่ได้รู้จักนะคะ~💙,,,[],"{""channel_id"": ""UC6TOqqD-TLbPlnV5i3DiIrw"", ""label"": ""NEMI"", ""old_status"": ""PROVISIONAL_VIRTUAL"", ""new_status"": ""STRICT_VIRTUAL"", ""entity_type"": ""virtual_creator"", ""presentation_format"": ""unknown"", ""roles"": [""performer"", ""artist"", ""rigger"", ""singer""], ""source_urls"": [""https://www.youtube.com/channel/UC6TOqqD-TLbPlnV5i3DiIrw/about"", ""https://www.youtube.com/watch?v=a5FRCFgOAKY"", ""https://www.youtube.com/watch?v=bmgshvq3eNc"", ""https://www.youtube.com/watch?v=a41kjcs23D4""], ""evidence_summary"": ""NEMI About lists drawing, model rigging and singing. The uploader-owned teaser links its own debut; teaser, debut and pudding performance consistently identify NEMI with VTUBER tags and NEMI012 links. The performance distinguishes NEMI from other group members."", ""decision_reason"": ""Multiple consistent own-persona presentations across uploads establish virtual performance in addition to art/rigging; not inferred from production credits alone."", ""conflict_flag"": false, ""reviewer"": ""Codex public channel evidence review"", ""reviewed_at"": ""2026-09-19T10:34:21.276712+00:00""}"
UC6Zrmc0VG4gqQJ4jS58iKGw,Ezra Ch.,STRICT_VIRTUAL,PUBLIC_CHANNEL_RESOLUTION_V1,True,SUPPORTED,identity_start,2021-08-14T12:29:51+00:00,https://www.youtube.com/watch?v=xsCf_XBoTyQ,「Live Debut」Ezra ในที่สุดเราก็ได้เจอกัน,,,[],"{""channel_id"": ""UC6Zrmc0VG4gqQJ4jS58iKGw"", ""label"": ""Ezra Ch."", ""old_status"": ""PROVISIONAL_VIRTUAL"", ""new_status"": ""STRICT_VIRTUAL"", ""entity_type"": ""virtual_creator"", ""presentation_format"": ""Live2D"", ""roles"": [""performer""], ""source_urls"": [""https://www.youtube.com/channel/UC6Zrmc0VG4gqQJ4jS58iKGw/about"", ""https://www.youtube.com/watch?v=zPI7It5-mYU"", ""https://www.youtube.com/watch?v=yGCNs7EUPl8""], ""evidence_summary"": ""Ezra About describes the Vgamers persona and credits its art and L2D parents. Two own streams repeat Ezra identity and VTuber presentation, with collaborators separately named."", ""decision_reason"": ""Own-persona medium and repeated uploader presentation support inclusion, independently of colleague credits."", ""conflict_flag"": false, ""reviewer"": ""Codex public channel evidence review"", ""reviewed_at"": ""2026-09-19T10:36:30.965265+00:00""}"
UC6iflr_8DNUZl0hY0FUXWbQ,XIAOLI《小莉》,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,AMBIGUOUS,unknown,,https://www.youtube.com/watch?v=FzK5B3rw8R4,[🔴LIVE] DEBUT STREAM เปิดตัวจอมยุทธ์เต้าหู้,,,[],
UC6lZLAOgSYgJ6ZkW2ZTI75Q,Effy Ch.【ARP】,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_INDIVIDUAL_VIRTUAL_ROSTER_SIGNAL,True,VERIFIED,identity_start,2023-06-21T12:07:39+00:00,https://www.youtube.com/watch?v=VbIbm4Ayoug,【🔴LIVE DEBUT】Our story starts today! 💌【Effy】#arproject,,,[],
UC6o7pFz9U9kcE9d8op_eUQQ,Delphyron,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2024-10-06T11:58:57+00:00,https://www.youtube.com/watch?v=EUkfk8CZqEk,【DEBUT STREAM】นี่เเหละ ! จิ้งจอกเเห่งความอ่อนโยนที่คุณตามหา【Delphyron🦊📱】,,,[],
UC72_UWR1CAQhC-Kg48e5mjA,Calista Ch.【ARP】,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2021-10-21T11:53:48+00:00,https://www.youtube.com/watch?v=uLXli8YX8qA,"[ 🔴 DEBUT LIVE] หมีบุก!! ""Calista""คุณหมีสีน้ำตาล🐻 แห่งทุ่งอัลกอร์ 🏕 (新人Vtuber)",,,[],
UC7BTojsUPC4JhxDYRgmuz2Q,Jiru ch. Euphora,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2022-08-05T12:00:58+00:00,https://www.youtube.com/watch?v=IRuH5Gol2f0,[Debut] โดดงานเฝ้าร้านมาหาพวกลูกเจี๊ยบ | Jiru (PowerPay),,,[],
UC7FpwTuRGribXTefl5SMkAg,AidenShia Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2023-03-12T13:04:31+00:00,https://www.youtube.com/watch?v=jeGhnrUyJms,【DEBUT STREAM】ตัวเปิดไอเดนเชีย - โห ได้เดบิวต์แล้ว | Kikorin,,,[],
UC7TOQpHWGhZ_mJ_KkdUazFg,Nayuta『VW』,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2021-10-10T13:30:19+00:00,https://www.youtube.com/watch?v=H8S2xkMTT9c,🔵「Live Debut」Debut แล้วนะ มาอยู่กับผมนะค้าบบ (❁´◡`❁),,,[],
UC7ZDXfdtafyoSwxXysGJU3A,Lumiel Ch. 【DPX】,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,VERIFIED,identity_start,2024-09-15T13:00:30+00:00,https://www.youtube.com/watch?v=x8ke7bwF_a8,[LIVE]-DEBUT Celestial Judgement- LUMIEL,,,[],
UC7_cZ5j3JJRERezE3YHnm5w,Avisa Lopez Ch. [Autumnia],STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2023-11-11T12:30:48+00:00,https://www.youtube.com/watch?v=CGcW0Uz3fH4,【DEBUT STREAM】Avisa at your service!【Avisa Lopez | Autumnia】,,,[],
UC82qGW5XAba3LYqMEmiVBgg,Naoki Yuuto Ch.,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,AMBIGUOUS,unknown,,https://www.youtube.com/watch?v=gkB-6R3v6Qw,【 DEBUT STREAM 】อา...หวัดดีครับ | YuutoSEN,,,[],
