id,account_id,reason,status,note
collision_f5cd8a2107e629535132,acct_e60addcdb376e820bf59,legacy_identity_collision,resolved,Resolved: Twitch account acct_e60addcdb376e820bf59 consolidated to canonical persona persona_9c9672a2bef9376154c5 via verified official YouTube About crosslink.
lifecycle_17a6df11f7433dd3efb8,acct_3ac65bc7e6b3be00b0d7,lifecycle_conflict,open,Channel name and legacy lifecycle differ; inspect an official dated announcement.
lifecycle_3b77ae19cfff450a4a78,acct_b1d67e2086b8321bde81,lifecycle_conflict,open,Channel name and legacy lifecycle differ; inspect an official dated announcement.
lifecycle_692b7cadff6ff16b0970,acct_4d214cd52f463b19bf10,lifecycle_conflict,open,Channel name and legacy lifecycle differ; inspect an official dated announcement.
lifecycle_927d75676a9f4ef05d9d,acct_c754b832637a995409f0,lifecycle_conflict,open,Channel name and legacy lifecycle differ; inspect an official dated announcement.
lifecycle_9a4f0845b82da750545d,acct_bf59d9fe39aaaaf7afda,lifecycle_conflict,open,Channel name and legacy lifecycle differ; inspect an official dated announcement.
lifecycle_a22261f70aa7dae50ae6,acct_c38bbfe70d7fb517ecce,lifecycle_conflict,open,Channel name and legacy lifecycle differ; inspect an official dated announcement.
lifecycle_af56b8e5aa8196f5fe9b,acct_1f7c8dd3dcd436c8d2d8,lifecycle_conflict,open,Channel name and legacy lifecycle differ; inspect an official dated announcement.
lifecycle_d43cdeb40852d69ada21,acct_7b6f66d2840339a378e1,lifecycle_conflict,open,Channel name and legacy lifecycle differ; inspect an official dated announcement.
lifecycle_faa434b97a17fb20bff2,acct_6910267f8f9eceddb151,lifecycle_conflict,open,Channel name and legacy lifecycle differ; inspect an official dated announcement.
review_0018ae5f8587ed4a4f92,acct_3658e96200c130437896,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_002781845a1866fefcdc,acct_5655a6ede3e1d04534bb,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_00664608d7a25e861900,acct_b400ec200ffab2ae053c,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_008c9fa6a1817933b5d2,acct_e32d044ae4778bca506c,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_00fc6ca465ae2cef95f7,acct_13402fd834d453cf740a,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_01046a085d21898055aa,acct_aa7842df128c99580fad,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0109166b138af7a26ed2,acct_be73c636965fe337ad46,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_01096452e43df02456e2,acct_14e6d1889e69bfd77eeb,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_011258355d9d458f6751,acct_7837ffb9a5877085f904,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0112e901b70f27a6cee2,acct_3d79b7e91965d53ce0f1,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_014f6730dd792c4715ae,acct_ec64ce36a94f10571d94,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_01636da64335d5b6923c,acct_5643efab67f88a5a389c,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_016f387374f04c2c3b16,acct_a2c8ef17f3dd7ecef4bc,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_018c358fb189bb9fb00e,acct_464ff22f96fc6605e52b,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_01dae05f5f7b2dd51bee,acct_551ba8770a0874d65401,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_01dc8bcceed7499cb004,acct_2dcbcecf4712d2a6aabc,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_028b8cf4ee2f22eabb39,acct_9691a62119fd5058f236,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0344d0c98d49fe207614,acct_53123265c3ab142c66a2,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0359c14b33a94bc6ff88,acct_23cdf93ad66b027af468,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_03b85d7d2d6cb8587e3e,acct_e610806e05feceef6840,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_03c83e874b6195012e73,acct_6411282f2efc4d663840,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_03dadd4a123e7df092ac,acct_7fec0a90345934ce29c0,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0412fdea01611914a4c4,acct_084604edf3ce4cf4d320,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0425943f99a8ae701fd6,acct_13d47c171fd822ab56ae,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0493fa774b8ca26ccbcb,acct_31b8e987a60d8eac208c,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_04a32c2fe8dceacfe976,acct_6864e7b8872e7d328faa,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_04da32fa680d44431233,acct_5354610b6ac100e00c98,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_04e188b6b7891d0e3b05,acct_2ec3e52adb47cf0ee548,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_04f57c9a9a390821be72,acct_aa66a262249304b7ca59,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_055f66df6131e546c08c,acct_0962e5dbfc0b914a4506,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_05bf9d617e4c1c3bf9f0,acct_c45739c7fbb3c744b24c,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_05ec4751f0f754916a79,acct_395263d22f9d38f3e05e,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0655d2d2cd4a24786019,acct_717f2dc7bc508e682b7d,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0665d36bf4f18ac05a66,acct_ec7ef06a0370508c470a,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_066e3c492caf26881246,acct_680f7e84f3cd37535d55,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0697c7f4a5e9031bf337,acct_30e863280c1f8b9852cb,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_06a1f6230ce6fa00c35e,acct_c6e8d556d2130896856d,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_06a8909febf6edfac43c,acct_221994c5a963057e047f,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_06b3254b75e30c8716aa,acct_9f0d8348e70faa37333c,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_06c1ec2bea08b03c5f11,acct_65190c2ece4cb53c2354,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_06d51caec984caf50d2b,acct_7eb347600124c9a09982,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_072a01585ade95c30114,acct_360a4b3e0f485608c579,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_074d1daed1d94449ded9,acct_79b84a3c8f942385af2f,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_07d37d27303a4e25ecb5,acct_ea53e6b888d0cbac9625,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_07e8579c284472af7d66,acct_c1176dbd5e50256a7b01,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_07eb7495f733efb3a8ae,acct_683da7561eb9cbb72a34,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_083e4b89bfceaef450c8,acct_2860b563ed51e9aeb800,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_085ff4552a2c5d44ff98,acct_f14d6033ff2fca670dd3,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0864377cba5b5a12e00d,acct_a913fcf352d308f77300,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_08684b6b26da8c12bcbb,acct_254a472631805b6fb57f,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_088515e1153042cd7df7,acct_8dab72a97fd0432b6d00,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_08930098d907a6b28156,acct_41e30aeec79d9d4d7f63,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0899f042d5320826dfb1,acct_41aba99a4f3d979c053e,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_08b97d473c9901f6a83d,acct_bcf29b3ea18ab559bacb,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_092823383b8f68aba7e2,acct_503e50e7cde4faa5dfd2,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_093d512d407b63798927,acct_80916645175346982eed,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0988de9d971db301efa4,acct_0798e95820ad87f98d2f,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0a26da314bb89e999c4b,acct_13381c2f82c4f4007483,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0a2bd7f90d58bff96874,acct_5c6358e388bac7f970cb,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0aa137fe89060c757afc,acct_6e3be3608b9177e21764,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0acfca4d2f354f434ad3,acct_3171aaed187b5a743449,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0ad56f3f0ee8ed6eb47f,acct_0faa543be69e52476368,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0aee801d3b51b9618504,acct_8c154c8be2a90b1c272f,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0b6e513aa03927685143,acct_0056f160575b8a7b2a8d,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0b885934385bdec0c5e2,acct_7b7e8cf30070e97515c0,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0b9d95e1c820d020ecc4,acct_843d13cc2eb3092b0ec6,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0bff040e51174b60f274,acct_e9ac525ae876e9ef3695,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0c2125efdf7683a137e3,acct_97588a8489edc3ef7723,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0cc81f0232ff87fcb0c7,acct_a6641c08dc669fd76594,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0cd400e8ff730b825442,acct_92f2df41bbfd884c59b2,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0cd6a93d9afdcd2b6558,acct_687deb8d278488ddff51,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0d0f7cfd91a4d32a6a62,acct_e88dd7fd5d939d1f19a2,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0d731625a3d287ebdd15,acct_1859b63a93de13f183d3,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0da601c62a7b08b7c88c,acct_7c872bc1480d1a75de67,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0dd10766f058137410fe,acct_fd2171be8086e45f6551,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0df0886dcb7961d683c5,acct_d404f4c97f2e3cbac934,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0e83b5648ce7138c501b,acct_89510a9639dbc7689ce4,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0f5498a5d80e4b9c1c4c,acct_a88a85e53ad0e8b6b102,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0fad9a4c65006768e835,acct_a417e8f5131c381a3510,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_0feaa9a3122587234654,acct_7f5ac4624c613b470be5,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_10bd80a4139c930b90aa,acct_eed10ef9b2f5845f0be4,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_10d233f1df78451a04d7,acct_091512984465726383b8,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_10f0850bac5dfa09e183,acct_355aec6e84b72ed79e5d,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_110162be1f1d148235de,acct_8358ad3683f9e0c9c5a8,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_111e01cbda8e8ad5e722,acct_e4537ae87c61fc6c7925,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_11277eb82ed0731e6ec4,acct_6205955572cda0799754,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_112ce28275a9dd0fb342,acct_d2608e4a98dc756df175,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_115374d161c9c5f79dec,acct_70a60bc6a5c9d7d36482,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1199bc967984b52907ad,acct_ade1f52c31e9efe149c8,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_11f69637b48842b617c8,acct_52d5779ed83983970b19,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_122204526228fad3a0b7,acct_dae36dd40d98aae8e705,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_124035a3c123bf6de210,acct_9f51ea3bfd7c570946c0,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_12ba4f41bea830233531,acct_1aeee05734466ca9d441,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_12f86fde959e950fa9fb,acct_97d0abdd536d1fb32121,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1336b92e334b5c1b876d,acct_fc9f73818e9b3504ad61,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1360746959bd837f9df9,acct_94bdfc97cd11f3be9995,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_13c670749da69a065d50,acct_0e53cbe6e1b45e278e70,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_13ec506aaae6e90176c9,acct_5d0986f6bd938ecda200,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_13fd11e7d94e9c571406,acct_b403919a341daefe1116,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_14114bb63eff43bb4d8b,acct_c029be8729fa31bc4607,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_14213f4158d3f9a65890,acct_d402f1b04401cb3530b8,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_14fa6786d67d0294ad34,acct_01d74a21d5a78d3c74db,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_151a7ceafd9f16d69e78,acct_e3380c04fafc7484350f,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_15563ee800672d330c56,acct_5bc8f53c40ab3ea26888,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_155d06908aaf6f950f51,acct_c1cdf3105a70ff39047f,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_15614fa4c02885344266,acct_0250413fd57651b3fada,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_156f5a26bd24ab889725,acct_f87ce4d7cc4f510ce1c0,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1582756c386007c42fb4,acct_15207052a42e3dbb00ae,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_159b3880386e6480ae13,acct_62eae2ddbe63bdf621ce,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_15a3d117b4a048fd5ea9,acct_05d3eeb7bd4aca8ab9d8,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_15ac4e7f9a4d09b113e8,acct_7052b560940855b0e87f,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_15b0a86a302bd9b9aa56,acct_c3a7b36f231d3bbfd852,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_15b226b316cb49d6a025,acct_8943c8799a4357fa3cc6,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_15f07d42ced98c681ee6,acct_f233ece3565f1d5ea56c,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1626721452b2dfb87716,acct_a80b3608826a7c0d36cc,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1626d16e266486f5a45f,acct_df32dffad7715f9d8f14,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_169f797a3cc4a9392274,acct_84976fcae6d11f980a1d,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_16a1728b0eb1a6b720ad,acct_5f4f74b62b254df4591a,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_17895b24bae89a4ec419,acct_58ecd5b093c1a1eb2d6e,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_17a6df11f7433dd3efb8,acct_3ac65bc7e6b3be00b0d7,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1890f2a082ef62a3edc7,acct_133d43ec817ee9c80bda,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_18beb0de5ba50324f7e8,acct_a89bf2c78aa62b4498e7,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_18d55235652b97c68f6d,acct_4a4ad1929d6eae9ae1d9,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1915cf108f8b109f0eea,acct_b9d1b0e8cbd7b3361099,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_19165430d50be8ddf1ea,acct_7b62147930021d921c8a,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_195467030275c9e8bff9,acct_b3931604d86be06e1f54,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_195c7f2300ea71b070fe,acct_343cc7910af585dbd369,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_19e7343c52390fdcfaf8,acct_dd7e9b926ebe7089880e,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_19fa5f6b4074e1833416,acct_6a28d794c4970ea3ebbc,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1a11ef1ac204f636d880,acct_0721ff3890e02ee37faf,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1a29d7b0524a1ea6667e,acct_b8572edb3357067a9400,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1a74b14c614e9027ff5b,acct_712038dbd66a2784897a,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1b2af7af4268918b3360,acct_32ff68d3c566424a21ac,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1b38b60c327b8c0f1fc2,acct_d89faf4e944722aeea2f,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1b6acd656ccfe938899c,acct_ba8f2f85f0c687a4a201,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1b9fe970469965caa316,acct_f426281aee7cf11e3d81,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1bdde569eff823b9c44f,acct_85a2944338ebf5237ce8,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1c16beaec17278139101,acct_cf71a7ecb1942ed14690,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1c50678a09293471b2d2,acct_956e48ee4b789b67e49d,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1c5d632448db86ccc8e5,acct_865de5e59074d52e9432,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1ccb1ae6afdbed5cf60a,acct_653f13e27ae4d5e109e6,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1cf188267e0d41b29ebd,acct_2b0cee0a0447e8a8c3f1,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1cf6150fc42528b9e006,acct_7946e22feb06cb1aebd6,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1d56b6c64051977f5666,acct_16967e403d88dd4499e3,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1d7216da351d00e47573,acct_e55cbc1810a7db7f03f4,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1dff7a4e7d6913b5732a,acct_06030193eb0f4e251453,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1e08049e0d3f558b7638,acct_7070ed7a98b876bcb0f1,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1e408b57c30c0d6aafa5,acct_95d987a5d0ff640f9628,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1e521913591e53230df5,acct_300ced95e492ddd63d92,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1e93ebcec2d271ee62b1,acct_88645077f347a449ac4f,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1e9a604e929e7aafb5ff,acct_b61975009a080c08bca1,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1e9ef96200498c8d587e,acct_666045d1c732c6481062,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1ed8c2499cafcc8aa66a,acct_fa9cca382dd68b582175,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1ed9a64839f9f4e82579,acct_dabffa7e6fd26a9d3506,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1ee382c7abfe42653ea6,acct_4b7c43f3e211e400b7d5,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
review_1eed09586ee9c22a1e1d,acct_15894c05c46d00a8a58d,legacy_scope_review,open,"Review Thai relation, virtual presentation and public persona/account link."
