video_id,host_channel_id,title,published_at,verification_level,audit_verdict,resolved_participants,audit_reason,audited_at
bVd7maRS1io,UC3it6w4G8eUA98J2w60gBDQ,◄Guerilla Live!!!!► กองโจรอีกแล้วกับเกม Overwatch FT @PoodLenLen,2026-08-29T04:00:33Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: ['PoodLenLen'].",2026-09-09T04:35:42.299345+00:00
8JeNLsffz2E,UC2iD3jxz5srvHoV7gXtBYvQ,Play with Davina - Marvel rivals ep.01 [EN/TH],2025-01-08T17:25:00Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: NONE.",2026-09-09T04:35:42.299345+00:00
cM0fkJy3Kp8,UC2iD3jxz5srvHoV7gXtBYvQ,HBD @jimmyd.journey8703 น้ายามมมม,2023-10-28T16:28:14Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: ['jimmyd.journey8703'].",2026-09-09T04:35:42.299345+00:00
8bGKcTmvGRw,UC2iD3jxz5srvHoV7gXtBYvQ,"🔴｢LIVE｣#COLLAB ""PACIFY"" @Sovonch @JingJibara @Mallow_Ham  !!!!!",2023-02-07T17:19:43Z,EXACT_HANDLE_VERIFIED,PASSED_EXACT_HANDLE_VERIFICATION,M a l l o w  Ch.(UC5OXcxq6ab6RlhHqNyHws_w),Explicit handle(s) ['@Mallow_Ham'] matched canonical registry handle exactly.,2026-09-09T04:35:42.299345+00:00
RLsbHuOm4CM,UC2iD3jxz5srvHoV7gXtBYvQ,🔴 [ LIVE กองโจร ] #วี่อยากเล่น - PLATE UP! - with ADMIN,2023-01-31T17:44:14Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: NONE.",2026-09-09T04:35:42.299345+00:00
NiQ-GaHZwAs,UC2iD3jxz5srvHoV7gXtBYvQ,"🔴｢LIVE｣#COLLAB ""OVERWATCH 2"" วี่มาฮิล!!!!!",2023-01-18T15:50:03Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: NONE.",2026-09-09T04:35:42.299345+00:00
VbWzBQYxaBs,UC2iD3jxz5srvHoV7gXtBYvQ,"🔴｢LIVE｣#กองโจร ""HSHS"" เอ๋...เล่นกับใครน้าาาา!! #hshs #hshsurvive #hshsv",2022-12-05T15:29:06Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: NONE.",2026-09-09T04:35:42.299345+00:00
dW9wFmHl11I,UC2sAw3h-IzU3JOtvXVzTjxw,[ กองโจรอะจิ ] MINECRAFT ใครจะยิงปืนก็ยิง ผมจะขุดดิน #Yelongvth,2026-08-29T21:08:46Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: NONE.",2026-09-09T04:35:42.299345+00:00
raWTffMYJ5Q,UC2sAw3h-IzU3JOtvXVzTjxw,【COVER】NuNew feat. Tan Lipta - เอ๊ะ!  (Yelong & MAKU),2026-07-06T10:00:12Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: NONE.",2026-09-09T04:35:42.299345+00:00
o61FiNe98DQ,UC2sAw3h-IzU3JOtvXVzTjxw,[ LIVE GAMING ] VALORANT ไอโซ vs ไอเย่ #Yelongvth,2026-04-19T03:58:09Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: NONE.",2026-09-09T04:35:42.299345+00:00
zYnnm_-LyIU,UC2mSWpVqjjQ7G7gEIfQ7p9w,รอดแล้ว | @Jorrajayjija  #zeraphinahn #Vtuber #streamer,2026-08-30T08:30:23Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: ['Jorrajayjija'].",2026-09-09T04:35:42.299345+00:00
OrETW85cU7E,UC2mSWpVqjjQ7G7gEIfQ7p9w,สังคมหล่อหลอม @Jorrajayjija  | #zeraphinahn #Vtuber #streamer,2026-08-24T12:03:16Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: ['Jorrajayjija'].",2026-09-09T04:35:42.299345+00:00
IK0w0o0-3g4,UC2mSWpVqjjQ7G7gEIfQ7p9w,Vtuber vs Exercise [16shots] | #Vtuber #Dance #Streamer #challenge,2026-08-21T10:00:04Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: NONE.",2026-09-09T04:35:42.299345+00:00
5ZyhOZIqilA,UC2mSWpVqjjQ7G7gEIfQ7p9w,【RECAP】My first FAN Meet event!!!  | V:WORLD #3,2026-08-16T12:00:03Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: NONE.",2026-09-09T04:35:42.299345+00:00
TsrH7gyRoQo,UC2eai5waelgobAHgp20DEYg,"ทีม เบียว vs คนปกติ ft.@TsururuWorldEnd ,@EveshaiahMiraclover ,@LunessaFlorynne",2026-09-02T15:39:55Z,EXACT_HANDLE_VERIFIED,PASSED_EXACT_HANDLE_VERIFICATION,Kumoku Tsururu Ch. Lumina-World-End(UC3qnb4Sgo4QtiOi8iS7jOsQ);Eveshaiah Miraclover Ch. Lumina-Mutelu(UCGtHn0fmqCAp_8AzV_PWd6A);Lunessa Florynne Ch. Lumina-Muse(UCbypR_t0teWxIdrQ9i83XiQ),"Explicit handle(s) ['@TsururuWorldEnd', '@EveshaiahMiraclover', '@LunessaFlorynne'] matched canonical registry handle exactly.",2026-09-09T04:35:42.299345+00:00
yM-nGXicF-w,UC2eai5waelgobAHgp20DEYg,เมื่อครู่...ข้าเท่หรือไม่ ft.@KryspeiaCosmelis,2026-08-29T11:30:25Z,EXACT_HANDLE_VERIFIED,PASSED_EXACT_HANDLE_VERIFICATION,Kryspeia Cosmelis Ch. Lumina-Mutelu(UCIBdFlC2Fk3rID8CAETV35g),Explicit handle(s) ['@KryspeiaCosmelis'] matched canonical registry handle exactly.,2026-09-09T04:35:42.299345+00:00
oAwaj-t1JXU,UC2eai5waelgobAHgp20DEYg,รวมพลคนสู้แฟนคลับ ft.@XonebuWorldEnd,2026-08-10T15:52:29Z,EXACT_HANDLE_VERIFIED,PASSED_EXACT_HANDLE_VERIFICATION,Xonebu X'thulhu Ch. Lumina-World-End(UCGo7fnmWfGQewxZVDmC3iJQ),Explicit handle(s) ['@XonebuWorldEnd'] matched canonical registry handle exactly.,2026-09-09T04:35:42.299345+00:00
YwF5-_hfWnk,UC33VkaWtUAg84eE1BfScpZg,Let's Play Goo Goo Baby with me #panbibi #vtuber #vtuberth #ウマ娘 #umamusume #SuperCreek,2025-08-16T12:00:31Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: NONE.",2026-09-09T04:35:42.299345+00:00
ZEgnCN1yJG4,UC33VkaWtUAg84eE1BfScpZg,เมื่อบอกให้แชทสร้างอะไรก็ได้ในเซิร์ฟ Minecraft #panbibi #minecraft #vtuber #vtuberth,2025-07-03T12:20:45Z,CANDIDATE_UNRESOLVED,CANDIDATE_UNRESOLVED_REQUIRES_DESCRIPTION,NONE,"Keyword detected, but no exact handle match in registry. Unresolved mentions: NONE.",2026-09-09T04:35:42.299345+00:00
